Restaurant Base URL,Final URL
https://www.theliberties.com/,https://www.theliberties.com/menu/happy-hour
https://www.scopodivino.com/,https://www.scopodivino.com/menu/
https://oshathai.com/embarcadero/,https://oshathai.com/wp-content/uploads/2025/04/2025HH.pdf
https://www.missionrockresort.com/,https://www.missionrockresort.com/menus/
https://eandokitchen.com/,https://eandokitchen.com/san-francisco-union-square-chinatown-eando-kitchen-and-bar-food-menu-754509
https://www.garibaldisrestaurant.com/,https://www.garibaldisrestaurant.com/happy-hour-menu
https://www.teethbarsf.com/,https://www.teethbarsf.com/
https://altamiranosf.com/,https://drive.google.com/file/d/1mTMXWwagFOYFjDTkFkzfJXjDLpcbK13G/view
https://goodgoodcultureclub.com/,https://goodgoodcultureclub.com/pages/happy-hour
https://www.novelasf.com/,https://www.novelasf.com/menu-1
https://www.tropisueno.com,https://www.tropisueno.com/menu#menu=happy-hour-2
https://woodburysf.com,https://menu.smarttab.com/alchemistsf/2/HAPPY%20HOUR%204:00-6:00?filter=all&trending=0
https://internationalsmoke.com/,https://mx.michaelmina.net/recipe-exchange/download/?file_id=37193&nodl=true
https://www.ozumosanfrancisco.com/menus/,https://media-cdn.getbento.com/accounts/fd79cd08080ac3f2cca7a321d255d288/media/J3obi8hkT0qkJVldc91U_Lounge%20Menu%2012.12.25.pdf
https://www.churchillsf.com/,https://www.churchillsf.com/menu
https://www.macondraysf.com/,https://www.macondraysf.com/happy-hour
https://www.zeitgeistsf.com/,https://www.zeitgeistsf.com/happy-hour
https://alchemistsf.com/,https://menu.smarttab.com/alchemistsf/1/HAPPY%20HOUR%204:30-6PM?filter=all&trending=0
https://www.nocnocs.com/,https://www.nocnocs.com/
https://www.sunsetcantinasf.com/,https://www.sunsetcantinasf.com/specials
https://www.atwatertavern.com/menu,https://www.atwatertavern.com/menu
https://www.painasf.com/,https://www.painasf.com/fridays.html
https://www.berettasf.com/?utm_source=yext&utm_medium=gmb,https://www.berettasf.com/valencia/#happy-hour-mission
https://www.charliesfood.com/,https://www.charliesfood.com/slo#happyhourslo-section
https://www.1865slo.com/,https://www.1865slo.com/menu#menu=happy-hour
https://www.krobardistillery.com/,https://www.krobardistillery.com/
https://www.beatstro.com/,https://www.beatstro.com/cocktails
http://47bruckner.com/,https://static1.squarespace.com/static/5d48afad00d3960001113d1c/t/683325e76289392f7e60bb81/1748182503181/47menu_2025.pdf
http://talaveracantina.com/,https://talaveracantina.com/menu
http://tiosnyc.com/,https://tiosnyc.com/menu
https://www.cantinaonlenox.com/,https://cantinaonlenox.com/new-york-cantina-taqueria-and-tequila-bar-drink-menu
http://www.settepani.com/,https://www.settepani.com/drinks-menu
http://www.skyboxsportsbareastharlem.com/,https://www.skyboxsportsbareastharlem.com/#menu
https://teddysfnb.nyc/,https://www.teddysnyc.com/happy-hour
http://elpasonyc.com/,https://elpasonyc.com/#menus
http://www.perchbarnyc.com/,https://perchbarnyc.com/#cocktails
http://claynyc.com/,https://claynyc.com/new-york-harlem-clay-happy-hour-menu
http://www.sipsteria.com/,https://www.sipsteria.com/menu?location=Location+1&menu=happy-hour
http://www.los3charros.com/,https://los3charros.com/
http://bixiharlem.com/,https://bixiharlem.com/new-york-city-bixi-food-menu
http://boulevardbistrony.com/,https://boulevardbistrony.com/new-york-harlem-blvd-bistro-food-menu
http://www.cantinaharlem.com/,https://www.cantinaharlem.com/happy-hour-brunch
https://lemondenyc.com/,https://www.lemondenyc.com/menus/#bar-menu
http://www.lionsheadnyc.com/,https://www.lionsheadnyc.com/new-index
http://www.eliswinebar.com/,https://www.eliswinebar.com/menus/#happy-hour
http://nobodytoldme.nyc/,https://nobodytoldme.squarespace.com/happyhourbk
http://www.cafedusoleilny.com/,https://www.cafedusoleilny.com/happy-hour-menu/
http://www.tlstapasbar.com/,https://www.cafedusoleilny.com/happy-hour-menu/
https://www.citycoffeebar.com/,https://citycoffeebar.com/food-650880
http://www.sipsteria.com/,https://www.sipsteria.com/menu?location=Location+1&menu=happy-hour
http://www.bodega88nyc.com/,https://www.bodega88nyc.com/new-york-upper-west-side-bodega-88-happy-hours-specials
http://www.cheznicknyc.com/,https://media-cdn.getbento.com/accounts/a02a1b3b092169740883352cf8571dca/media/NoWGdtrlRuSdCgua9uT8_Happy%20Hour%202025.JPG
http://www.ilnonnonyc.com/,https://www.ilnonnonyc.com/_files/ugd/24b554_4f01bbb642fc4963a645b786c2c03ff2.pdf
https://www.truthastoria.com/,https://www.truthastoria.com/happy-hour-menu
http://www.arcadiabarlic.com/,https://www.arcadiabarlic.com/astoria-astoria-arcadia-bar-and-kitchen-food-menu
https://www.bardalia.nyc/?fbclid=PAAaZLUfCGbyFNSsmzP19aQ54SyZCkfhMOZIb4P8b-aAWwrbb_Grx_fWi3_xM,https://www.bardalia.nyc/menu/Happy%20Hour?
https://www.lexingtonpublicknyc.com/,https://www.lexingtonpublicknyc.com/happy-hour
http://www.reifsbar.com/,https://www.reifsbar.com/
http://www.thirdavealehousenyc.com/,https://www.thirdavealehousenyc.com/happyhour-1
https://sojournsocial.com/,https://sojournsocial.com/eat/
https://www.stella-and-fly.com/,https://www.stella-and-fly.com/menus/#happy-hour
https://sienacafe.com/,https://sienacafe.com/new-york-upper-east-side-siena-cafe-food-menu
https://www.thesupplyhousenyc.com/,https://www.thesupplyhousenyc.com/happy-hour
http://www.penrosebar.com/,https://www.penrosebar.com/
https://bistronando.com/,https://bistronando.com/new-york-upper-east-side-osteria-nando-food-menu
https://www.dylanmurphysnyc.com/,https://www.dylanmurphysnyc.com/event/happy-hour/
https://mamannyc.com/locations/upper-east-side,https://mamannyc.com/happy-hour
https://www.gazettenyc.com/,https://static1.squarespace.com/static/65007e8a4e3b5b5036da9338/t/68f3ea6a3b9d7d1d3382c807/1760815722030/Happy+Hour+Menu.jpg
https://www.adrianyc.com/,https://www.adrianyc.com/menu
http://pilpilnyc.com/,https://pilpilnyc.com/new-york-upper-east-side-pil-pil-happy-hours-specials
https://boqueriarestaurant.com/location/nyc/soho/,https://boqueriarestaurant.com/#our-menus
https://www.zoiues.com/,https://www.zoiues.com/menu
http://theponybar.com/,https://www.theponybar.com/happy-hour-menu
https://www.thesefton.com/,https://thesefton.com/menus/
https://www.missionceviche.com/,https://missionceviche.com/upper-east-side-menu/
https://www.missionceviche.com/,https://missionceviche.com/union-square-happy-hour-menu/
https://serenas-nyc.com/,https://serenas-nyc.com/menu/
http://www.sultannyc.com/,https://sultannyc.com/wp-content/uploads/2025/01/NEW-HAPPY-HOUR-MENU.pdf
https://davidburketavern.com/,https://davidburketavern.com/menus/bar-happy-hour/
http://www.thebarroomnyc.com/,https://www.thebarroomnyc.com/
https://www.amalinyc.com/,https://www.amalinyc.com/menu/aperitivo/
https://doncoqui.com/,https://doncoqui.com/locations/new-jersey/menus/drink-menu/
https://lolitasmexicancantina.com/northbergen/,https://lolitasmexicancantina.com/northbergen/pdfs/menu_happy_hour.pdf
https://www.havenedgewater.com/,https://www.havenedgewater.com/_files/ugd/30c674_bfd7e1b50446415a87288725c5c09893.pdf
https://lolitasmexicancantina.com/westwood/,https://lolitasmexicancantina.com/pdfs/menu_happyhour.pdf
https://theshellrestaurant.com/,https://theshellrestaurant.com/new-york-the-shell-seafood-kitchen-and-bar-food-menu
https://www.frenchroastnyc.com/,https://www.frenchroastnyc.com/
http://ninasgreatburrito.com/,http://ninasgreatburritobar.com/wp-content/uploads/2025/01/NGBB_Menu_and_drinks_122824.pdf
https://avesnyc.com/,https://avesnyc.com/menu/
https://theconsulate.nyc/,https://theconsulate.nyc/new-york-upper-west-side-the-consulate-happy-hour
https://www.cottanyc.com/,https://cottanyc.com/wp-content/uploads/2025/06/Cotta-Happy-Hour-6.10.25.pdf
http://www.hi-life.com/,https://www.hi-life.com/happy-hour.php
https://www.theginmillnyc.com/,https://www.theginmillnyc.com/menus/
https://www.taralluccievino.net/upper-west-side-location,https://www.taralluccievino.net/upper-west-side-location
http://www.lokal83.com/,https://lokal83.com/wp-content/uploads/2025/03/lokal-happy-hour-2025.pdf
https://www.jakesdilemmanyc.com/,https://www.jakesdilemmanyc.com/menus/
https://www.thewolfenyc.com/,https://www.thewolfenyc.com/menus/#happy-hour
https://www.getsandwell.com/,https://www.getsandwell.com/happyhour
https://cravefishbar.com/,https://cravefishbar.com/menu/
http://tessarestaurant.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16860188624335479115,https://www.tessarestaurant.com/_files/ugd/54a4cd_d03c5e2662cf47d2b142fd0ed2d2d7b5.pdf
https://www.themermaidnyc.com/mermaid-oyster-bar-times-square/,https://themermaidnyc.getbento.com/the-mermaid-inn-times-square-menus/
https://www.themermaidnyc.com/the-mermaid-inn-upper-west-side/,https://www.themermaidnyc.com/the-mermaid-inn-upper-west-side-menus/#uws-hh-2024
https://www.leylanyc.com/,https://www.leylanyc.com/menus/happy-hour
http://www.covachany.com/,https://www.covachany.com/happy-hour
http://www.amsterdamalehouse.nyc/,https://www.amsterdamalehouse.nyc/happy-hour
http://www.beerculture.nyc/upper-west-side,https://www.beerculture.nyc/gebhards-menu/#specials
https://www.ellasocial.com/,https://www.ellasocial.com/happy-hour
https://www.artecafenyc.com/,https://www.artecafenyc.com/menus/#happy-hour-menu
https://www.parmitalian.com/?utm_medium=Click&utm_source=GoogleMyBusiness,https://www.parmitalian.com/locations/copley-place/copley-place-menu/
http://whiskeytradernyc.com/,https://www.theconsulate.nyc/new-york-upper-west-side-the-consulate-happy-hour
https://www.vidaverdeny.com/,https://www.vidaverdeny.com/menus/#happy-hour/
http://www.barcelonabarnyc.com/,https://www.barcelonabarnyc.com/new-events
http://thepeckishpig.com/,https://www.thepeckishpig.com/
https://www.jerkyardchicago.com/,https://jerkyardchicago.com/chicago-hyde-park-jerk-yard-food-menu
http://www.whiskeygirltavern.com/,https://storage.googleapis.com/production-bluehost-v1-0-1/031/1747031/P9eZPj9v/5a90d36424f44b4eb41f736991eb8d16?fileName=Winter
http://fiyarestaurant.com/,https://www.fiyarestaurant.com/_files/ugd/cb8e5c_3be194fe5b0b45c7a7a197432b174f12.pdf
http://www.minyolichicago.com/,https://www.minyolichicago.com/happy-hour
http://vincentchicago.com/,https://www.vincentchicago.com/_files/ugd/c098d3_49046c0205174a43a180a6c5fbcd0828.pdf
http://www.replayandersonville.com/,https://replayandersonville.com/daily-specials/
http://reservoirchicago.com/,https://www.reservoirchicago.com/daily-specials
https://www.elmariachitequilabar.com/,https://www.elmariachitequilabar.com/
http://oakandhoney.us/,https://oakandhoney.us/menu
http://kiegol.com/,https://static1.squarespace.com/static/57d89966440243ca944a6315/t/682515331599cc4749e81a0f/1747260724975/KGL+Happy+hour+2025.jpg
https://carolspub.com/,https://carolspub.com/menu.html
http://www.cobblestone-chicago.com/,https://www.cobblestone-chicago.com/menus-1-1
http://www.gideonchicago.com/,https://www.gideonchicago.com/menu#menu=happy-hour
https://pritalianbistro.com/,https://pritalianbistro.com/happy-hour
http://www.gmantavern.com/,https://gmantavern.com/
https://www.bigstarchicago.com/location/wrigleyville/,https://www.bigstarchicago.com/location/wrigleyville/#happy-hour
https://www.bigstarchicago.com/location/wicker-park/,https://www.bigstarchicago.com/location/wicker-park/#happy-hour
https://www.eatatfelix.com/,https://static1.squarespace.com/static/67b62d8065546025d6f396cc/t/689e826efeb5546249fe1de8/1755218542839/AA+-+MENU+FOR+WEB+-+HAPPY+HOUR+HH+%288-14%29.pdf
https://drewsonhalsted.com/,https://drewsonhalsted.com/chicago-lakeview-drews-on-halsted-food-menu
https://www.barcocinachicago.com/,https://www.barcocinachicago.com/files/2025happyhour-pdf.pdf
https://ziziscafe.com/,https://www.ziziscafe.com/menu/
https://www.lesudchicago.com/,https://www.lesudchicago.com/happy-hour
http://www.jparkerchicago.com/,https://www.jparkerchicago.com/menu/#happy-hour
http://lgsbar.com/,https://www.lgsbar.com/menus/#happy-hour
https://www.chapelstreet.cafe/,https://www.chapelstreet.cafe/menu-happy-hour
https://www.kireichicago.com/,https://www.kireichicago.com/menus/#happyhour
http://www.robertspizzacompany.com/,https://robertspizzacompany.com/menu/#happy-hour
http://marisolchicago.com/,https://marisolchicago.squarespace.com/happy-hour-menu
http://www.timothyotooles.com/chicago/,https://www.timothyotooles.com/menu-chicago/#happy-hour